"","mo","da","yr"
"5090",12,11,1866
"5091",12,12,1866
"5092",12,13,1866
"5093",12,14,1866
"5094",12,15,1866
"5095",12,16,1866
"5096",12,17,1866
"5097",12,18,1866
"5098",12,19,1866
"5099",12,20,1866
"5100",12,21,1866
"5101",12,22,1866
"5102",12,23,1866
"5103",12,24,1866
"5104",12,25,1866
"5105",12,26,1866
"5106",12,27,1866
"5107",12,28,1866
"5108",12,29,1866
"5109",12,30,1866
"5110",12,31,1866
"5111",1,1,1867
"5112",1,2,1867
"5113",1,3,1867
"5114",1,4,1867
"5115",1,5,1867
"5116",1,6,1867
"5117",1,7,1867
"5118",1,8,1867
"5119",1,9,1867
"5120",1,10,1867
"5121",1,11,1867
"5122",1,12,1867
"5123",1,13,1867
"5124",1,14,1867
"5125",1,15,1867
"5126",1,16,1867
"5127",1,17,1867
"5128",1,18,1867
"5129",1,19,1867
"5130",1,20,1867
"5131",1,21,1867
"5132",1,22,1867
"5133",1,23,1867
"5134",1,24,1867
"5135",1,25,1867
"5136",1,26,1867
"5137",1,27,1867
"5138",1,28,1867
"5139",1,29,1867
"5140",1,30,1867
"5141",1,31,1867
"5142",2,1,1867
"5143",2,2,1867
"5144",2,3,1867
"5145",2,4,1867
"5146",2,5,1867
"5147",2,6,1867
"5148",2,7,1867
"5149",2,8,1867
"5150",2,9,1867
"5151",2,10,1867
"5152",2,11,1867
"5153",2,12,1867
"5154",2,13,1867
"5155",2,14,1867
"5156",2,15,1867
"5157",2,16,1867
"5158",2,17,1867
"5159",2,18,1867
"5160",2,19,1867
"5161",2,20,1867
"5162",2,21,1867
"5163",2,22,1867
"5164",2,23,1867
"5165",2,24,1867
"5166",2,25,1867
"5167",2,26,1867
"5168",2,27,1867
"5169",2,28,1867
"5170",3,1,1867
"5171",3,2,1867
"5172",3,3,1867
"5173",3,4,1867
"5174",3,5,1867
"5175",3,6,1867
"5176",3,7,1867
"5177",3,8,1867
"5178",3,9,1867
"5179",3,10,1867
"5180",3,11,1867
"5181",3,12,1867
"5182",3,13,1867
"5183",3,14,1867
"5184",3,15,1867
"5185",3,16,1867
"5186",3,17,1867
"5187",3,18,1867
"5188",3,19,1867
"5189",3,20,1867
"5190",3,21,1867
"5191",3,22,1867
"5192",3,23,1867
"5193",3,24,1867
"5194",3,25,1867
"5195",3,26,1867
"5196",3,27,1867
"5197",3,28,1867
"5198",3,29,1867
"5199",3,30,1867
"5200",3,31,1867
"5201",4,1,1867
"5202",4,2,1867
"5203",4,3,1867
"5204",4,4,1867
"5205",4,5,1867
"5206",4,6,1867
"5207",4,7,1867
"5208",4,8,1867
"5209",4,9,1867
"5210",4,10,1867
"5211",4,11,1867
"5212",4,12,1867
"5213",4,13,1867
"5214",4,14,1867
"5215",4,15,1867
"5216",4,16,1867
"5217",4,17,1867
"5218",4,18,1867
"5219",4,19,1867
"5220",4,20,1867
"5221",4,21,1867
"5222",4,22,1867
"5223",4,23,1867
"5224",4,24,1867
"5225",4,25,1867
"5226",4,26,1867
"5227",4,27,1867
"5228",4,28,1867
"5229",4,29,1867
"5230",4,30,1867
"5231",5,1,1867
"5232",5,2,1867
"5233",5,3,1867
"5234",5,4,1867
"5235",5,5,1867
"5236",5,6,1867
"5237",5,7,1867
"5238",5,8,1867
"5239",5,9,1867
"5240",5,10,1867
"5241",5,11,1867
"5242",5,12,1867
"5243",5,13,1867
"5244",5,14,1867
"5245",5,15,1867
"5246",5,16,1867
"5247",5,17,1867
"5248",5,18,1867
"5249",5,19,1867
"5250",5,20,1867
"5251",5,21,1867
"5252",5,22,1867
"5253",5,23,1867
"5254",5,24,1867
"5255",5,25,1867
"5256",5,26,1867
"5257",5,27,1867
"5258",5,28,1867
"5259",5,29,1867
"5260",5,30,1867
"5261",5,31,1867
"5262",6,1,1867
"5263",6,2,1867
"5264",6,3,1867
"5265",6,4,1867
"5266",6,5,1867
"5267",6,6,1867
"5268",6,7,1867
"5269",6,8,1867
"5270",6,9,1867
"5271",6,10,1867
"5272",6,11,1867
"5273",6,12,1867
"5274",6,13,1867
"5275",6,14,1867
"5276",6,15,1867
"5277",6,16,1867
"5278",6,17,1867
"5279",6,18,1867
"5280",6,19,1867
"5281",6,20,1867
"5282",6,21,1867
"5283",6,22,1867
"5284",6,23,1867
"5285",6,24,1867
"5286",6,25,1867
"5287",6,26,1867
"5288",6,27,1867
"5289",6,28,1867
"5290",6,29,1867
"5291",6,30,1867
"5292",7,1,1867
"5293",7,2,1867
"5294",7,3,1867
"5295",7,4,1867
"5296",7,5,1867
"5297",7,6,1867
"5298",7,7,1867
"5299",7,8,1867
"5300",7,9,1867
"5301",7,10,1867
"5302",7,11,1867
"5303",7,12,1867
"5304",7,13,1867
"5305",7,14,1867
"5306",7,15,1867
"5307",7,16,1867
"5308",7,17,1867
"5309",7,18,1867
"5310",7,19,1867
"5311",7,20,1867
"5312",7,21,1867
"5313",7,22,1867
"5314",7,23,1867
"5315",7,24,1867
"5316",7,25,1867
"5317",7,26,1867
"5318",7,27,1867
"5319",7,28,1867
"5320",7,29,1867
"5321",7,30,1867
"5322",7,31,1867
"5323",8,1,1867
"5324",8,2,1867
"5325",8,3,1867
"5326",8,4,1867
"5327",8,5,1867
"5328",8,6,1867
"5329",8,7,1867
"5330",8,8,1867
"5331",8,9,1867
"5332",8,10,1867
"5333",8,11,1867
"5334",8,12,1867
"5335",8,13,1867
"5336",8,14,1867
"5337",8,15,1867
"5338",8,16,1867
"5339",8,17,1867
"5340",8,18,1867
"5341",8,19,1867
"5342",8,20,1867
"5343",8,21,1867
"5344",8,22,1867
"5345",8,23,1867
"5346",8,24,1867
"5347",8,25,1867
"5348",8,26,1867
"5349",8,27,1867
"5350",8,28,1867
"5351",8,29,1867
"5352",8,30,1867
"5353",8,31,1867
"5354",9,1,1867
"5355",9,2,1867
"5356",9,3,1867
"5357",9,4,1867
"5358",9,5,1867
"5359",9,6,1867
"5360",9,7,1867
"5361",9,8,1867
"5362",9,9,1867
"5363",9,10,1867
"5364",9,11,1867
"5365",9,12,1867
"5366",9,13,1867
"5367",9,14,1867
"5368",9,15,1867
"5369",9,16,1867
"5370",9,17,1867
"5371",9,18,1867
"5372",9,19,1867
"5373",9,20,1867
"5374",9,21,1867
"5375",9,22,1867
"5376",9,23,1867
"5377",9,24,1867
"5378",9,25,1867
"5379",9,26,1867
"5380",9,27,1867
"5381",9,28,1867
"5382",9,29,1867
"5383",9,30,1867
"5384",10,1,1867
"5385",10,2,1867
"5386",10,3,1867
"5387",10,4,1867
"5388",10,5,1867
"5389",10,6,1867
"5390",10,7,1867
"5391",10,8,1867
"5392",10,9,1867
"5393",10,10,1867
"5394",10,11,1867
"5395",10,12,1867
"5396",10,13,1867
"5397",10,14,1867
"5398",10,15,1867
"5399",10,16,1867
"5400",10,17,1867
"5401",10,18,1867
"5402",10,19,1867
"5403",10,20,1867
"5404",10,21,1867
"5405",10,22,1867
"5406",10,23,1867
"5407",10,24,1867
"5408",10,25,1867
"5409",10,26,1867
"5410",10,27,1867
"5411",10,28,1867
"5412",10,29,1867
"5413",10,30,1867
"5414",10,31,1867
"5415",11,1,1867
"5416",11,2,1867
"5417",11,3,1867
"5418",11,4,1867
"5419",11,5,1867
"5420",11,6,1867
"5421",11,7,1867
"5422",11,8,1867
"5423",11,9,1867
"5424",11,10,1867
"5425",11,11,1867
"5426",11,12,1867
"5427",11,13,1867
"5428",11,14,1867
"5429",11,15,1867
"5430",11,16,1867
"5431",11,17,1867
"5432",11,18,1867
"5433",11,19,1867
"5434",11,20,1867
"5435",11,21,1867
"5436",11,22,1867
"5437",11,23,1867
"5438",11,24,1867
"5439",11,25,1867
"5440",11,26,1867
"5441",11,27,1867
"5442",11,28,1867
"5443",11,29,1867
"5444",11,30,1867
"5445",12,1,1867
"5446",12,2,1867
"5447",12,3,1867
"5448",12,4,1867
"5449",12,5,1867
"5450",12,6,1867
"5451",12,7,1867
"5452",12,8,1867
"5453",12,9,1867
"5454",12,10,1867
"5455",12,11,1867
"5456",12,12,1867
"5457",12,13,1867
"5458",12,14,1867
"5459",12,15,1867
"5460",12,16,1867
"5461",12,17,1867
"5462",12,18,1867
"5463",12,19,1867
"5464",12,20,1867
"5465",12,21,1867
"5466",12,22,1867
"5467",12,23,1867
"5468",12,24,1867
"5469",12,25,1867
"5470",12,26,1867
"5471",12,27,1867
"5472",12,28,1867
"5473",12,29,1867
"5474",12,30,1867
"5475",12,31,1867
"5476",1,1,1868
"5477",1,2,1868
"5478",1,3,1868
"5479",1,4,1868
"5480",1,5,1868
"5481",1,6,1868
"5482",1,7,1868
"5483",1,8,1868
"5484",1,9,1868
"5485",1,10,1868
"5486",1,11,1868
"5487",1,12,1868
"5488",1,13,1868
"5489",1,14,1868
"5490",1,15,1868
"5491",1,16,1868
"5492",1,17,1868
"5493",1,18,1868
"5494",1,19,1868
"5495",1,20,1868
"5496",1,21,1868
"5497",1,22,1868
"5498",1,23,1868
"5499",1,24,1868
"5500",1,25,1868
"5501",1,26,1868
"5502",1,27,1868
"5503",1,28,1868
"5504",1,29,1868
"5505",1,30,1868
"5506",1,31,1868
"5507",2,1,1868
"5508",2,2,1868
"5509",2,3,1868
"5510",2,4,1868
"5511",2,5,1868
"5512",2,6,1868
"5513",2,7,1868
"5514",2,8,1868
"5515",2,9,1868
"5516",2,10,1868
"5517",2,11,1868
"5518",2,12,1868
"5519",2,13,1868
"5520",2,14,1868
"5521",2,15,1868
"5522",2,16,1868
"5523",2,17,1868
"5524",2,18,1868
"5525",2,19,1868
"5526",2,20,1868
"5527",2,21,1868
"5528",2,22,1868
"5529",2,23,1868
"5530",2,24,1868
"5531",2,25,1868
"5532",2,26,1868
"5533",2,27,1868
"5534",2,28,1868
"5535",3,1,1868
"5536",3,2,1868
"5537",3,3,1868
"5538",3,4,1868
"5539",3,5,1868
"5540",3,6,1868
"5541",3,7,1868
"5542",3,8,1868
"5543",3,9,1868
"5544",3,10,1868
"5545",3,11,1868
"5546",3,12,1868
"5547",3,13,1868
"5548",3,14,1868
"5549",3,15,1868
"5550",3,16,1868
"5551",3,17,1868
"5552",3,18,1868
"5553",3,19,1868
"5554",3,20,1868
"5555",3,21,1868
"5556",3,22,1868
"5557",3,23,1868
"5558",3,24,1868
"5559",3,25,1868
"5560",3,26,1868
"5561",3,27,1868
"5562",3,28,1868
"5563",3,29,1868
"5564",3,30,1868
"5565",3,31,1868
"5566",4,1,1868
"5567",4,2,1868
"5568",4,3,1868
"5569",4,4,1868
"5570",4,5,1868
"5571",4,6,1868
"5572",4,7,1868
"5573",4,8,1868
"5574",4,9,1868
"5575",4,10,1868
"5576",4,11,1868
"5577",4,12,1868
"5578",4,13,1868
"5579",4,14,1868
"5580",4,15,1868
"5581",4,16,1868
"5582",4,17,1868
"5583",4,18,1868
"5584",4,19,1868
"5585",4,20,1868
"5586",4,21,1868
"5587",4,22,1868
"5588",4,23,1868
"5589",4,24,1868
"5590",4,25,1868
"5591",4,26,1868
"5592",4,27,1868
"5593",4,28,1868
"5594",4,29,1868
"5595",4,30,1868
"5596",5,1,1868
"5597",5,2,1868
"5598",5,3,1868
"5599",5,4,1868
"5600",5,5,1868
"5601",5,6,1868
"5602",5,7,1868
"5603",5,8,1868
"5604",5,9,1868
"5605",5,10,1868
"5606",5,11,1868
"5607",5,12,1868
"5608",5,13,1868
"5609",5,14,1868
"5610",5,15,1868
"5611",5,16,1868
"5612",5,17,1868
"5613",5,18,1868
"5614",5,19,1868
"5615",5,20,1868
"5616",5,21,1868
"5617",5,22,1868
"5618",5,23,1868
"5619",5,24,1868
"5620",5,25,1868
"5621",5,26,1868
"5622",5,27,1868
"5623",5,28,1868
"5624",5,29,1868
"5625",5,30,1868
"5626",5,31,1868
"5627",6,1,1868
"5628",6,2,1868
"5629",6,3,1868
"5630",6,4,1868
"5631",6,5,1868
"5632",6,6,1868
"5633",6,7,1868
"5634",6,8,1868
"5635",6,9,1868
"5636",6,10,1868
"5637",6,11,1868
"5638",6,12,1868
"5639",6,13,1868
"5640",6,14,1868
"5641",6,15,1868
"5642",6,16,1868
"5643",6,17,1868
"5644",6,18,1868
"5645",6,19,1868
"5646",6,20,1868
"5647",6,21,1868
"5648",6,22,1868
"5649",6,23,1868
"5650",6,24,1868
"5651",6,25,1868
"5652",6,26,1868
"5653",6,27,1868
"5654",6,28,1868
"5655",6,29,1868
"5656",6,30,1868
"5657",7,1,1868
"5658",7,2,1868
"5659",7,3,1868
"5660",7,4,1868
"5661",7,5,1868
"5662",7,6,1868
"5663",7,7,1868
"5664",7,8,1868
"5665",7,9,1868
"5666",7,10,1868
"5667",7,11,1868
"5668",7,12,1868
"5669",7,13,1868
"5670",7,14,1868
"5671",7,15,1868
"5672",7,16,1868
"5673",7,17,1868
"5674",7,18,1868
"5675",7,19,1868
"5676",7,20,1868
"5677",7,21,1868
"5678",7,22,1868
"5679",7,23,1868
"5680",7,24,1868
"5681",7,25,1868
"5682",7,26,1868
"5683",7,27,1868
"5684",7,28,1868
"5685",7,29,1868
"5686",7,30,1868
"5687",7,31,1868
"5688",8,1,1868
"5689",8,2,1868
"5690",8,3,1868
"5691",8,4,1868
"5692",8,5,1868
"5693",8,6,1868
"5694",8,7,1868
"5695",8,8,1868
"5696",8,9,1868
"5697",8,10,1868
"5698",8,11,1868
"5699",8,12,1868
"5700",8,13,1868
"5701",8,14,1868
"5702",8,15,1868
"5703",8,16,1868
"5704",8,17,1868
"5705",8,18,1868
"5706",8,19,1868
"5707",8,20,1868
"5708",8,21,1868
"5709",8,22,1868
"5710",8,23,1868
"5711",8,24,1868
"5712",8,25,1868
"5713",8,26,1868
"5714",8,27,1868
"5715",8,28,1868
"5716",8,29,1868
"5717",8,30,1868
"5718",8,31,1868
"5719",9,1,1868
"5720",9,2,1868
"5721",9,3,1868
"5722",9,4,1868
"5723",9,5,1868
"5724",9,6,1868
"5725",9,7,1868
"5726",9,8,1868
"5727",9,9,1868
"5728",9,10,1868
"5729",9,11,1868
"5730",9,12,1868
"5731",9,13,1868
"5732",9,14,1868
"5733",9,15,1868
"5734",9,16,1868
"5735",9,17,1868
"5736",9,18,1868
"5737",9,19,1868
"5738",9,20,1868
"5739",9,21,1868
"5740",9,22,1868
"5741",9,23,1868
"5742",9,24,1868
"5743",9,25,1868
"5744",9,26,1868
"5745",9,27,1868
"5746",9,28,1868
"5747",9,29,1868
"5748",9,30,1868
"5749",10,1,1868
"5750",10,2,1868
"5751",10,3,1868
"5752",10,4,1868
"5753",10,5,1868
"5754",10,6,1868
"5755",10,7,1868
"5756",10,8,1868
"5757",10,9,1868
"5758",10,10,1868
"5759",10,11,1868
"5760",10,12,1868
"5761",10,13,1868
"5762",10,14,1868
"5763",10,15,1868
"5764",10,16,1868
"5765",10,17,1868
"5766",10,18,1868
"5767",10,19,1868
"5768",10,20,1868
"5769",10,21,1868
"5770",10,22,1868
"5771",10,23,1868
"5772",10,24,1868
"5773",10,25,1868
"5774",10,26,1868
"5775",10,27,1868
"5776",10,28,1868
"5777",10,29,1868
"5778",10,30,1868
"5779",10,31,1868
"5780",11,1,1868
"5781",11,2,1868
"5782",11,3,1868
"5783",11,4,1868
"5784",11,5,1868
"5785",11,6,1868
"5786",11,7,1868
"5787",11,8,1868
"5788",11,9,1868
"5789",11,10,1868
"5790",11,11,1868
"5791",11,12,1868
"5792",11,13,1868
"5793",11,14,1868
"5794",11,15,1868
"5795",11,16,1868
"5796",11,17,1868
"5797",11,18,1868
"5798",11,19,1868
"5799",11,20,1868
"5800",11,21,1868
"5801",11,22,1868
"5802",11,23,1868
"5803",11,24,1868
"5804",11,25,1868
"5805",11,26,1868
"5806",11,27,1868
"5807",11,28,1868
"5808",11,29,1868
"5809",11,30,1868
"5810",12,1,1868
"5811",12,2,1868
"5812",12,3,1868
"5813",12,4,1868
"5814",12,5,1868
"5815",12,6,1868
"5816",12,7,1868
"5817",12,8,1868
"5818",12,9,1868
"5819",12,10,1868
"5820",12,11,1868
"5821",12,12,1868
"5822",12,13,1868
"5823",12,14,1868
"5824",12,15,1868
"5825",12,16,1868
"5826",12,17,1868
"5827",12,18,1868
"5828",12,19,1868
"5829",12,20,1868
"5830",12,21,1868
"5831",12,22,1868
"5832",12,23,1868
"5833",12,24,1868
"5834",12,25,1868
"5835",12,26,1868
"5836",12,27,1868
"5837",12,28,1868
"5838",12,29,1868
"5839",12,30,1868
"5840",12,31,1868
"5841",1,1,1869
"5842",1,2,1869
"5843",1,3,1869
"5844",1,4,1869
"5845",1,5,1869
"5846",1,6,1869
"5847",1,7,1869
"5848",1,8,1869
"5849",1,9,1869
"5850",1,10,1869
"5851",1,11,1869
"5852",1,12,1869
"5853",1,13,1869
"5854",1,14,1869
"5855",1,15,1869
"5856",1,16,1869
"5857",1,17,1869
"5858",1,18,1869
"5859",1,19,1869
"5860",1,20,1869
"5861",1,21,1869
"5862",1,22,1869
"5863",1,23,1869
"5864",1,24,1869
"5865",1,25,1869
"5866",1,26,1869
"5867",1,27,1869
"5868",1,28,1869
"5869",1,29,1869
"5870",1,30,1869
"5871",1,31,1869
"5872",2,1,1869
"5873",2,2,1869
"5874",2,3,1869
"5875",2,4,1869
"5876",2,5,1869
"5877",2,6,1869
"5878",2,7,1869
"5879",2,8,1869
"5880",2,9,1869
"5881",2,10,1869
"5882",2,11,1869
"5883",2,12,1869
"5884",2,13,1869
"5885",2,14,1869
"5886",2,15,1869
"5887",2,16,1869
"5888",2,17,1869
"5889",2,18,1869
"5890",2,19,1869
"5891",2,20,1869
"5892",2,21,1869
"5893",2,22,1869
"5894",2,23,1869
"5895",2,24,1869
"5896",2,25,1869
"5897",2,26,1869
"5898",2,27,1869
"5899",2,28,1869
"5900",3,1,1869
"5901",3,2,1869
"5902",3,3,1869
"5903",3,4,1869
"5904",3,5,1869
"5905",3,6,1869
"5906",3,7,1869
"5907",3,8,1869
"5908",3,9,1869
"5909",3,10,1869
"5910",3,11,1869
"5911",3,12,1869
"5912",3,13,1869
"5913",3,14,1869
"5914",3,15,1869
"5915",3,16,1869
"5916",3,17,1869
"5917",3,18,1869
"5918",3,19,1869
"5919",3,20,1869
"5920",3,21,1869
"5921",3,22,1869
"5922",3,23,1869
"5923",3,24,1869
"5924",3,25,1869
"5925",3,26,1869
"5926",3,27,1869
"5927",3,28,1869
"5928",3,29,1869
"5929",3,30,1869
"5930",3,31,1869
"5931",4,1,1869
"5932",4,2,1869
"5933",4,3,1869
"5934",4,4,1869
"5935",4,5,1869
"5936",4,6,1869
"5937",4,7,1869
"5938",4,8,1869
"5939",4,9,1869
"5940",4,10,1869
"5941",4,11,1869
"5942",4,12,1869
"5943",4,13,1869
"5944",4,14,1869
"5945",4,15,1869
"5946",4,16,1869
"5947",4,17,1869
"5948",4,18,1869
"5949",4,19,1869
"5950",4,20,1869
"5951",4,21,1869
"5952",4,22,1869
"5953",4,23,1869
"5954",4,24,1869
"5955",4,25,1869
"5956",4,26,1869
"5957",4,27,1869
"5958",4,28,1869
"5959",4,29,1869
"5960",4,30,1869
"5961",5,1,1869
"5962",5,2,1869
"5963",5,3,1869
"5964",5,4,1869
"5965",5,5,1869
"5966",5,6,1869
"5967",5,7,1869
"5968",5,8,1869
"5969",5,9,1869
"5970",5,10,1869
"5971",5,11,1869
"5972",5,12,1869
"5973",5,13,1869
"5974",5,14,1869
"5975",5,15,1869
"5976",5,16,1869
"5977",5,17,1869
"5978",5,18,1869
"5979",5,19,1869
"5980",5,20,1869
"5981",5,21,1869
"5982",5,22,1869
"5983",5,23,1869
"5984",5,24,1869
"5985",5,25,1869
"5986",5,26,1869
"5987",5,27,1869
"5988",5,28,1869
"5989",5,29,1869
"5990",5,30,1869
"5991",5,31,1869
"5992",6,1,1869
"5993",6,2,1869
"5994",6,3,1869
"5995",6,4,1869
"5996",6,5,1869
"5997",6,6,1869
"5998",6,7,1869
"5999",6,8,1869
"6000",6,9,1869
"6001",6,10,1869
"6002",6,11,1869
"6003",6,12,1869
"6004",6,13,1869
"6005",6,14,1869
"6006",6,15,1869
"6007",6,16,1869
"6008",6,17,1869
"6009",6,18,1869
"6010",6,19,1869
"6011",6,20,1869
"6012",6,21,1869
"6013",6,22,1869
"6014",6,23,1869
"6015",6,24,1869
"6016",6,25,1869
"6017",6,26,1869
"6018",6,27,1869
"6019",6,28,1869
"6020",6,29,1869
"6021",6,30,1869
"6022",7,1,1869
"6023",7,2,1869
"6024",7,3,1869
"6025",7,4,1869
"6026",7,5,1869
"6027",7,6,1869
"6028",7,7,1869
"6029",7,8,1869
"6030",7,9,1869
"6031",7,10,1869
"6032",7,11,1869
"6033",7,12,1869
"6034",7,13,1869
"6035",7,14,1869
"6036",7,15,1869
"6037",7,16,1869
"6038",7,17,1869
"6039",7,18,1869
"6040",7,19,1869
"6041",7,20,1869
"6042",7,21,1869
"6043",7,22,1869
"6044",7,23,1869
"6045",7,24,1869
"6046",7,25,1869
"6047",7,26,1869
"6048",7,27,1869
"6049",7,28,1869
"6050",7,29,1869
"6051",7,30,1869
"6052",7,31,1869
"6053",8,1,1869
"6054",8,2,1869
"6055",8,3,1869
"6056",8,4,1869
"6057",8,5,1869
"6058",8,6,1869
"6059",8,7,1869
"6060",8,8,1869
"6061",8,9,1869
"6062",8,10,1869
"6063",8,11,1869
"6064",8,12,1869
"6065",8,13,1869
"6066",8,14,1869
"6067",8,15,1869
"6068",8,16,1869
"6069",8,17,1869
"6070",8,18,1869
"6071",8,19,1869
"6072",8,20,1869
"6073",8,21,1869
"6074",8,22,1869
"6075",8,23,1869
"6076",8,24,1869
"6077",8,25,1869
"6078",8,26,1869
"6079",8,27,1869
"6080",8,28,1869
"6081",8,29,1869
"6082",8,30,1869
"6083",8,31,1869
"6084",9,1,1869
"6085",9,2,1869
"6086",9,3,1869
"6087",9,4,1869
"6088",9,5,1869
"6089",9,6,1869
"6090",9,7,1869
"6091",9,8,1869
"6092",9,9,1869
"6093",9,10,1869
"6094",9,11,1869
"6095",9,12,1869
"6096",9,13,1869
"6097",9,14,1869
"6098",9,15,1869
"6099",9,16,1869
"6100",9,17,1869
"6101",9,18,1869
"6102",9,19,1869
"6103",9,20,1869
"6104",9,21,1869
"6105",9,22,1869
"6106",9,23,1869
"6107",9,24,1869
"6108",9,25,1869
"6109",9,26,1869
"6110",9,27,1869
"6111",9,28,1869
"6112",9,29,1869
"6113",9,30,1869
"6114",10,1,1869
"6115",10,2,1869
"6116",10,3,1869
"6117",10,4,1869
"6118",10,5,1869
"6119",10,6,1869
"6120",10,7,1869
"6121",10,8,1869
"6122",10,9,1869
"6123",10,10,1869
"6124",10,11,1869
"6125",10,12,1869
"6126",10,13,1869
"6127",10,14,1869
"6128",10,15,1869
"6129",10,16,1869
"6130",10,17,1869
"6131",10,18,1869
"6132",10,19,1869
"6133",10,20,1869
"6134",10,21,1869
"6135",10,22,1869
"6136",10,23,1869
"6137",10,24,1869
"6138",10,25,1869
"6139",10,26,1869
"6140",10,27,1869
"6141",10,28,1869
"6142",10,29,1869
"6143",10,30,1869
"6144",10,31,1869
"6145",11,1,1869
"6146",11,2,1869
"6147",11,3,1869
"6148",11,4,1869
"6149",11,5,1869
"6150",11,6,1869
"6151",11,7,1869
"6152",11,8,1869
"6153",11,9,1869
"6154",11,10,1869
"6155",11,11,1869
"6156",11,12,1869
"6157",11,13,1869
"6158",11,14,1869
"6159",11,15,1869
"6160",11,16,1869
"6161",11,17,1869
"6162",11,18,1869
"6163",11,19,1869
"6164",11,20,1869
"6165",11,21,1869
"6166",11,22,1869
"6167",11,23,1869
"6168",11,24,1869
"6169",11,25,1869
"6170",11,26,1869
"6171",11,27,1869
"6172",11,28,1869
"6173",11,29,1869
"6174",11,30,1869
"6175",12,1,1869
"6176",12,2,1869
"6177",12,3,1869
"6178",12,4,1869
"6179",12,5,1869
"6180",12,6,1869
"6181",12,7,1869
"6182",12,8,1869
"6183",12,9,1869
"6184",12,10,1869
"6185",12,11,1869
"6186",12,12,1869
"6187",12,13,1869
"6188",12,14,1869
"6189",12,15,1869
"6190",12,16,1869
"6191",12,17,1869
"6192",12,18,1869
"6193",12,19,1869
"6194",12,20,1869
"6195",12,21,1869
"6196",12,22,1869
"6197",12,23,1869
"6198",12,24,1869
"6199",12,25,1869
"6200",12,26,1869
"6201",12,27,1869
"6202",12,28,1869
"6203",12,29,1869
"6204",12,30,1869
"6205",12,31,1869
"6206",1,1,1870
"6207",1,2,1870
"6208",1,3,1870
"6209",1,4,1870
"6210",1,5,1870
"6211",1,6,1870
"6212",1,7,1870
"6213",1,8,1870
"6214",1,9,1870
"6215",1,10,1870
"6216",1,11,1870
"6217",1,12,1870
"6218",1,13,1870
"6219",1,14,1870
"6220",1,15,1870
"6221",1,16,1870
"6222",1,17,1870
"6223",1,18,1870
"6224",1,19,1870
"6225",1,20,1870
"6226",1,21,1870
"6227",1,22,1870
"6228",1,23,1870
"6229",1,24,1870
"6230",1,25,1870
"6231",1,26,1870
"6232",1,27,1870
"6233",1,28,1870
"6234",1,29,1870
"6235",1,30,1870
"6236",1,31,1870
"6237",2,1,1870
"6238",2,2,1870
"6239",2,3,1870
"6240",2,4,1870
"6241",2,5,1870
"6242",2,6,1870
"6243",2,7,1870
"6244",2,8,1870
"6245",2,9,1870
"6246",2,10,1870
"6247",2,11,1870
"6248",2,12,1870
"6249",2,13,1870
"6250",2,14,1870
"6251",2,15,1870
"6252",2,16,1870
"6253",2,17,1870
"6254",2,18,1870
"6255",2,19,1870
"6256",2,20,1870
"6257",2,21,1870
"6258",2,22,1870
"6259",2,23,1870
"6260",2,24,1870
"6261",2,25,1870
"6262",2,26,1870
"6263",2,27,1870
"6264",2,28,1870
"6265",3,1,1870
"6266",3,2,1870
"6267",3,3,1870
"6268",3,4,1870
"6269",3,5,1870
"6270",3,6,1870
"6271",3,7,1870
"6272",3,8,1870
"6273",3,9,1870
"6274",3,10,1870
"6275",3,11,1870
"6276",3,12,1870
"6277",3,13,1870
"6278",3,14,1870
"6279",3,15,1870
"6280",3,16,1870
"6281",3,17,1870
"6282",3,18,1870
"6283",3,19,1870
"6284",3,20,1870
"6285",3,21,1870
"6286",3,22,1870
"6287",3,23,1870
"6288",3,24,1870
"6289",3,25,1870
"6290",3,26,1870
"6291",3,27,1870
"6292",3,28,1870
"6293",3,29,1870
"6294",3,30,1870
"6295",3,31,1870
"6296",4,1,1870
"6297",4,2,1870
"6298",4,3,1870
"6299",4,4,1870
"6300",4,5,1870
"6301",4,6,1870
"6302",4,7,1870
"6303",4,8,1870
"6304",4,9,1870
"6305",4,10,1870
"6306",4,11,1870
"6307",4,12,1870
"6308",4,13,1870
"6309",4,14,1870
"6310",4,15,1870
"6311",4,16,1870
"6312",4,17,1870
"6313",4,18,1870
"6314",4,19,1870
"6315",4,20,1870
"6316",4,21,1870
"6317",4,22,1870
"6318",4,23,1870
"6319",4,24,1870
"6320",4,25,1870
"6321",4,26,1870
"6322",4,27,1870
"6323",4,28,1870
"6324",4,29,1870
"6325",4,30,1870
"6326",5,1,1870
"6327",5,2,1870
"6328",5,3,1870
"6329",5,4,1870
"6330",5,5,1870
"6331",5,6,1870
"6332",5,7,1870
"6333",5,8,1870
"6334",5,9,1870
"6335",5,10,1870
"6336",5,11,1870
"6337",5,12,1870
"6338",5,13,1870
"6339",5,14,1870
"6340",5,15,1870
"6341",5,16,1870
"6342",5,17,1870
"6343",5,18,1870
"6344",5,19,1870
"6345",5,20,1870
"6346",5,21,1870
"6347",5,22,1870
"6348",5,23,1870
"6349",5,24,1870
"6350",5,25,1870
"6351",5,26,1870
"6352",5,27,1870
"6353",5,28,1870
"6354",5,29,1870
"6355",5,30,1870
"6356",5,31,1870
"6357",6,1,1870
"6358",6,2,1870
"6359",6,3,1870
"6360",6,4,1870
